image_id,generator,split,cue,delta,toward,logit,p_synth,logit_reference,p_synth_reference
b66122069099f2d09ab52a9867de127a,imagen3,test,clarity,0.0562288872897625,high clarity,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,imagen3,test,geometry_consistency,0.0524059422314167,consistent geometry,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,imagen3,test,low_light_noise,0.04787797201424837,clean low light,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,imagen3,test,desaturation,0.046900974586606026,rich color presence,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,imagen3,test,watermark,-0.04506303369998932,watermark present,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,imagen3,test,pinhole_camera_cues,-0.04468352813273668,modern optical rendering,0.6987411637434591,0.6679086128977451,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,global_illumination,0.07748492201790214,visible bounce light,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,occlusion_logic,0.06856626272201538,correct occlusion order,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,geometry_consistency,0.06792406365275383,consistent geometry,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,smartphone_cues,0.06756510404829896,moderate smartphone processing,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,panning,0.06497175991535187,subject sharp with streaked background,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,FLUX.1-dev,test,vintage_aesthetic,-0.06476293690502644,sterile modern aesthetic,1.9535811953357296,0.8758366099567655,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,panning,0.09553603455424309,subject sharp with streaked background,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,night_vision_cues,0.09353222697973251,night vision cues present,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,oversharpening,-0.08348304033279419,oversharpened edges,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,low_light_noise,0.0737598380073905,clean low light,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,material_specularity,0.07163794338703156,correct specular response,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
b66122069099f2d09ab52a9867de127a,SD3-medium,test,framing,0.07159233838319778,clean framing,1.7493737085452188,0.8518737908989431,-1.4454852127765228,0.19069736880019164
