image_id,generator,split,cue,delta,toward,logit,p_synth,logit_reference,p_synth_reference
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,vintage_aesthetic,-0.10198600590229034,sterile modern aesthetic,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,focus_stacking,0.08721773326396942,clean focus stack,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,mirrorless_cues,0.07950447592884302,mirrorless capture cues present,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,shadow_softness,0.07486877031624317,softness matches distance,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,time_of_day_coherence,0.06860787374898791,time cues match sky and shadows,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,imagen3,test,minimalist_style,0.0683664046227932,minimalist style,2.8972400789366666,0.947709835417846,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,panning,0.1167561486363411,subject sharp with streaked background,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,sharpness,0.10149369016289711,sharp detail,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,global_illumination,0.09148227982223034,visible bounce light,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,dashcam_cues,0.09106004424393177,dashcam capture cues present,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,specular_noise,0.08945499360561371,micro sparkle preserved,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,FLUX.1-dev,test,large_format_cues,0.08591168746352196,extreme detail and plane control,3.837796948675348,0.9789132252716661,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,low_light_noise,0.06858771480619907,clean low light,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,time_of_day_coherence,0.06427520839497447,time cues match sky and shadows,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,geometry_consistency,0.06424582749605179,consistent geometry,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,flash_use,0.05790955759584904,balanced fill flash,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,repetition_artifacts,0.05584755353629589,no pattern repetition,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
08eba944d75efaf0bf3390e68c8d03b0,SD3-medium,test,shadow_softness,0.05430380441248417,softness matches distance,2.506626214011054,0.9246050386576816,1.289947155284691,0.7841382445268538
