image_id,generator,split,cue,delta,toward,logit,p_synth,logit_reference,p_synth_reference
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,mirrorless_cues,0.08224895596504211,mirrorless capture cues present,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,minimalist_style,0.05912560969591141,minimalist style,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,symmetry,0.05766818858683109,pleasing symmetry,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,depth_layering,0.0563826784491539,natural layer order errors absent,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,flash_use,0.056163324043154716,balanced fill flash,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,imagen3,test,moire_pattern,-0.05310257151722908,moire pattern,0.8743404292628004,0.7056480477224693,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,minimalist_style,0.08608918450772762,minimalist style,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,color_uniformity,0.07522677909582853,even color mapping,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,symmetry,0.0707794725894928,pleasing symmetry,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,framing,0.07068813871592283,clean framing,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,hdr_tonemapping,0.07067873608320951,smooth local contrast,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,FLUX.1-dev,test,cctv_cues,0.06929447874426842,CCTV capture cues present,1.9756232713980453,0.8782138265030344,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,minimalist_style,0.07822919450700283,minimalist style,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,drone_camera_cues,0.06623731926083565,drone aerial cues present,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,reflection_blur,0.05395926162600517,blur matches surface roughness,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,flash_use,0.0526492428034544,balanced fill flash,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,shadow_softness,0.05197414755821228,softness matches distance,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
b1d4da6374ee5912cde1df9b26d93667,SD3-medium,test,lens_distortion,0.05018305592238903,low distortion,2.6999090371672603,0.9370212762209422,0.4126139457433423,0.6017144880710625
