image_id,generator,split,cue,delta,toward,logit,p_synth,logit_reference,p_synth_reference
10039f8067185000522ee5238736f1d8,imagen3,test,mirrorless_cues,0.06427501048892736,mirrorless capture cues present,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,imagen3,test,edge_coherence,-0.059288086369633675,misaligned edges across layers,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,imagen3,test,skin_tone,0.058734143152832985,healthy skin tones,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,imagen3,test,minimalist_style,0.055569155141711235,minimalist style,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,imagen3,test,focus_stacking,0.049937088042497635,clean focus stack,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,imagen3,test,lens_distortion,0.04956053011119366,low distortion,0.0418900998796416,0.5104709938234036,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,mirrorless_cues,0.06219347566366196,mirrorless capture cues present,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,rule_of_thirds,0.04595618019811809,good thirds placement,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,hair_realism,0.04433348588645458,resolved hair strands,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,tiling_artifacts,-0.042305730283260345,tiling seams,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,oversharpening,-0.04158311616629362,oversharpened edges,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,FLUX.1-dev,test,edge_coherence,-0.041381003335118294,misaligned edges across layers,0.0622073410052314,0.5155468220441701,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,infrared_camera_cues,0.09732270892709494,infrared capture cues present,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,oversharpening,-0.08490705024451017,oversharpened edges,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,lens_distortion,0.05721480958163738,low distortion,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,shadow_softness,0.054618142545223236,softness matches distance,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,minimalist_style,0.053266895934939384,minimalist style,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
10039f8067185000522ee5238736f1d8,SD3-medium,test,logo_rendering,-0.05132509209215641,fake logo rendering,1.45446818359172,0.8106851394589503,0.6460497865113465,0.6561197398013976
