image_id,generator,split,cue,delta,toward,logit,p_synth,logit_reference,p_synth_reference
18063501d62e8fa785e4f688350bc2b3,imagen3,test,mirrorless_cues,0.09429038316011429,mirrorless capture cues present,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,imagen3,test,leading_lines,0.06740439031273127,strong leading lines,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,imagen3,test,atmospheric_haze,0.06012946926057339,depth graded haze,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,imagen3,test,edge_coherence,-0.05985898245126009,misaligned edges across layers,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,imagen3,test,sunstars,0.05956773925572634,clean well defined sunstars,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,imagen3,test,oversharpening,-0.05931796971708536,oversharpened edges,2.038663868868832,0.8847971445682888,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,mirrorless_cues,0.12343654409050941,mirrorless capture cues present,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,sunstars,0.08120451495051384,clean well defined sunstars,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,oversharpening,-0.07644487172365189,oversharpened edges,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,leading_lines,0.050900355912745,strong leading lines,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,long_exposure,0.05017176549881697,smooth motion trails,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,FLUX.1-dev,test,minimalist_style,0.04742719419300556,minimalist style,2.609658225586263,0.9314805859098088,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,mirrorless_cues,0.1047982256859541,mirrorless capture cues present,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,oversharpening,-0.07853336818516254,oversharpened edges,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,sunstars,0.07161886245012283,clean well defined sunstars,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,retouching,-0.062120189890265465,overprocessed retouching,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,dynamic_range,0.05944426404312253,wide dynamic range,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
18063501d62e8fa785e4f688350bc2b3,SD3-medium,test,atmospheric_haze,0.05351743660867214,depth graded haze,2.423289457627255,0.9185860878602926,0.2499902624884525,0.5621741041508742
